CASE_T,DISTRICT,CASE_F,LOCATION,GTag_longitude,GTag_latitude,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA,RMNOTE
租賃,士林區,建物,中山北路六段157巷11號,121.524117 ,25.106847 ,1100401,土地:建物:1車位:,十一層,015,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,35.84,2,2,2,有,有,有,6,1696.43,否,,0,0,,,,,續租。含管理費、稅金或水電等費用。
租賃,士林區,建物,中山北路六段157巷11號,121.524117 ,25.106847 ,1100401,土地:建物:1車位:,十四層,015,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,35.89,3,1,1,有,有,有,7,1811.09,否,,0,0,,,,,含管理費、稅金或水電等費用。
租賃,士林區,建物,天母東路43巷4弄11號,121.533068 ,25.118655 ,1100401,土地:建物:1車位:,五層,006,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850605,39.73,3,2,2,有,有,有,6,1510.19,否,,0,0,,,,,含管理費、稅金或水電等費用。續租。
買賣,中山區,房地(土地+建物),民族東路252巷21號,121.535473 ,25.067343 ,1100407,土地:1建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760521,24.1,3,2,2,有,無,,1446,60,否,,0,0,無,,,,建築物含有：陽台外推。
租賃,中山區,建物,建國北路二段6號,121.536439 ,25.052754 ,1100401,土地:建物:1車位:,十四層,014,套房(1房(1廳)1衛),商業用,鋼筋混凝土造,0950713,18.15,1,1,1,有,有,有,4,2203.86,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,瑞光路513巷31號,121.570162 ,25.079805 ,1100324,土地:1建物:1車位:2,"四層,見使用執照",010,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0870917,94.28,,,,無,有,,4540,48.15,是,坡道平面2,22.83,0,有,,,,
買賣,內湖區,房地(土地+建物),康樂街85巷41號,121.620064 ,25.069624 ,1100328,土地:1建物:1車位:,二層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731114,28.6,3,1,2,有,無,,1000,34.97,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,內湖區,房地(土地+建物)+車位,民權東路六段146號,121.589517 ,25.068816 ,1100327,土地:1建物:1車位:1,九層,014,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980106,36.56,2,2,1,有,有,,1728,47.26,是,坡道平面1,11.33,0,有,,,,建築物含有：陽台外推。
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄86號,121.585561 ,25.076872 ,1070122,土地:1建物:1車位:1,二十四層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,56.94,3,2,2,有,無,,4450,85,否,坡道平面1,8,290,有,,,,"此為讓渡權利,金額4808萬元正"
租賃,中山區,建物,松江路69巷6號,121.533651 ,25.049288 ,1100405,土地:建物:1車位:,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681212,52.37,4,2,2,有,無,有,4,763.8,否,,0,0,,,,,
租賃,中山區,建物,德惠街16號,121.524027 ,25.066628 ,1100401,土地:建物:1車位:,五層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041221,27.44,2,1,1,有,有,有,7,2431.01,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
買賣,中山區,房地(土地+建物),民權東路二段26號,121.528863 ,25.062408 ,1100331,土地:1建物:1車位:,七層,012,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730406,18.93,,,,無,有,,1136,60.01,否,,0,0,有,,,,增建或加蓋範圍：陽台
買賣,內湖區,房地(土地+建物)+車位,成功路二段471號,121.590196 ,25.074293 ,1100410,土地:2建物:1車位:1,四層,012,大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870911,52.04,3,2,2,有,有,,2480,47.66,是,坡道平面1,0,0,有,,,,建築物含有：其他增建、陽台外推。其他增建:花台
買賣,士林區,車位,天母西路38巷1號,121.526193 ,25.118189 ,1100405,土地:1建物:1車位:1,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,地下一層,地下二層,見其他登記事項",011,,見其他登記事項,鋼筋混凝土造,1061124,2.4,,,,有,有,,150,0,-,升降機械1,2.4,150,有,,,,僅車位交易。
買賣,中山區,房地(土地+建物),林森北路85巷41號,121.526306 ,25.049585 ,1100401,土地:1建物:1車位:,"一層,二層,三層",003,透天厝,,加強磚造,,63.43,1,3,3,有,無,,4100,64.64,-,,0,0,無,,,,建築物含有：其他增建。
租賃,萬華區,建物,萬大路187巷3弄31號,121.501673 ,25.028839 ,1100406,土地:建物:1車位:,四層,005,套房(1房(1廳)1衛),住家用,鋼筋混凝土造,0640508,9.43,1,1,1,有,無,有,1,848.36,否,,0,0,,,,,
租賃,中正區,房地(土地+建物),鎮江街1號,121.521480 ,25.044381 ,1100406,土地:1建物:1車位:,二層,007,辦公商業大樓,住家用,鋼筋混凝土造,0631018,51.14,3,1,1,有,有,有,6,1173.25,否,,0,0,,,,,
租賃,大同區,建物,承德路三段66號,121.518120 ,25.065576 ,1100331,土地:建物:1車位:,十四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070723,28.55,2,1,1,有,有,有,6,2171.63,否,,0,0,,,,,租賃範圍不含車位，且無法區分車位面積。續租。含管理費、稅金或水電等費用。
租賃,大同區,建物,南京西路276號,121.514837 ,25.053484 ,1100406,土地:建物:1車位:,十一層,013,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891118,67.12,3,2,1,有,有,無,8,1117.4,否,,0,0,,,,,
租賃,大同區,建物,市民大道一段206號,121.518817 ,25.048196 ,1100401,土地:建物:1車位:,十五層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,14.28,1,1,1,有,有,有,3,1890.76,否,,0,0,,,,,含管理費、稅金或水電等費用。
買賣,內湖區,房地(土地+建物)+車位,文德路210巷30弄81號,121.584065 ,25.076516 ,1091221,土地:1建物:1車位:1,二十五層,025,大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1091224,39.07,2,2,2,有,有,,3320,97.84,否,坡道平面1,8,280,有,,,,預售屋、或土地及建物分次登記案件。
買賣,大安區,房地(土地+建物),信義路二段10巷11弄1號,121.524732 ,25.034110 ,1100319,土地:2建物:1車位:,一層,,公寓(5樓含以下無電梯),,,,20.56,4,4,4,有,無,,2030,98.74,否,,0,0,無,,,,建築物含有：未登記建物。特殊交易情況、條件：含租約。
買賣,大同區,房地(土地+建物),蘭州街6巷1號,121.514033 ,25.062099 ,1100226,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),商業用,,,33.15,3,2,2,有,有,,750,22.62,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,士林區,房地(土地+建物),延平北路六段116巷61號,121.508425 ,25.090738 ,1100421,土地:1建物:1車位:,"一層,騎樓",,透天厝,住家用,,,3.15,2,2,2,有,無,,476,151.11,-,,0,0,無,,,,
買賣,萬華區,房地(土地+建物),西寧南路101號,121.506752 ,25.045234 ,1100417,土地:1建物:1車位:,十三層,,大樓(11層含以上有電梯),見其他登記事項,,,16.27,1,1,1,有,有,,1005,61.77,否,,0,0,有,,,,
買賣,大安區,土地,仁愛段二小段631號,121.524895 ,25.031132 ,1100419,土地:1建物:0車位:,,,,,,,0,,,,無,無,,208,26.98,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,中正區,房地(土地+建物),重慶南路三段16巷1號,121.515236 ,25.029010 ,1100324,土地:3建物:1車位:,一層,,公寓(5樓含以下無電梯),,,,22.01,4,0,2,有,無,,1300,59.06,否,,0,0,無,,,,
買賣,士林區,房地(土地+建物),士東路54巷36號,121.528127 ,25.111166 ,1100419,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,35.4,3,2,2,有,無,,1893,53.47,否,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建。
買賣,文山區,房地(土地+建物),福興路78巷20弄41號,121.551514 ,25.004916 ,1100313,土地:2建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,28.12,3,2,2,有,無,,1080,38.41,否,,0,0,無,,,,建築物含有：其他增建。
買賣,士林區,房地(土地+建物)+車位,中山北路七段81巷6號,121.530631 ,25.121873 ,1091116,土地:1建物:1車位:3,"十六層,十七層",,大樓(11層含以上有電梯),住家用,,,144.98,4,3,4,有,有,,9250,63.8,是,坡道平面3,0,750,有,,,,建築物含有：其他增建、陽台外推。依土地法第34-1處分
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1090517,土地:1建物:1車位:2,十五層,,大樓(11層含以上有電梯),住家用,,,81.33,4,2,2,有,有,,5452,78.97,否,坡道平面2,19.51,570,有,,,,預售屋、或土地及建物分次登記案件。
買賣,北投區,房地(土地+建物),致遠一路二段51號,121.513608 ,25.111999 ,1100403,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,23.87,3,2,1,有,無,,1336,55.97,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,信義區,房地(土地+建物),永吉路200巷61弄1號,121.572706 ,25.043786 ,1100419,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),見其他登記事項,,,15.36,1,1,1,有,有,,1260,82.03,否,,0,0,有,,,,建築物含有：陽台外推、夾層、其他增建。
買賣,松山區,房地(土地+建物),塔悠路86號,121.569580 ,25.054658 ,1100330,土地:2建物:1車位:,十層,,大樓(11層含以上有電梯),住家用,,,23.76,3,1,1,有,有,,1440,60.61,否,,0,0,有,,,,
買賣,北投區,土地,立農段三小段486號,121.503505 ,25.118792 ,1100422,土地:1建物:0車位:,,,,,,,0,,,,無,無,,3,10.34,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,南港區,房地(土地+建物)+車位,玉成街86號,121.582770 ,25.046230 ,1100411,土地:1建物:1車位:2,七層,,大樓(11層含以上有電梯),住家用,,,89.21,5,2,2,有,有,,6000,84.93,否,坡道平面2,24.45,500,有,,,,
買賣,北投區,房地(土地+建物),知行路225巷21號,121.465985 ,25.120120 ,1100403,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,27.56,3,2,2,有,無,,895,32.47,否,,0,0,無,,,,建築物含有：陽台外推、其他增建。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1060821,土地:1建物:1車位:2,三層,,大樓(11層含以上有電梯),住家用,,,84.52,4,2,3,有,有,,5528,77.11,否,坡道平面2,19.51,515,有,,,,預售屋、或土地及建物分次登記案件。
買賣,北投區,土地,立農段三小段486號,121.503505 ,25.118792 ,1100422,土地:1建物:0車位:,,,,,,,0,,,,無,無,,1,12.5,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,萬華區,房地(土地+建物)+車位,桂林路106號,121.500001 ,25.038357 ,1100408,土地:1建物:1車位:1,十九層,,大樓(11層含以上有電梯),住家用,,,30.21,2,1,1,有,有,,1800,64.64,否,坡道機械1,4.22,120,有,,,,
買賣,大同區,房地(土地+建物)+車位,民生西路171巷1號,121.517239 ,25.057420 ,1100208,土地:2建物:1車位:1,六層,,大樓(11層含以上有電梯),住家用,,,52.2,4,2,2,有,有,,3488,66.82,是,坡道機械1,0,0,有,,,,建築物含有：陽台外推。
買賣,大同區,房地(土地+建物),南京西路61號,121.519132 ,25.053082 ,1100406,土地:3建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,13.2,1,1,1,有,有,,1000,75.76,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,文山區,房地(土地+建物),景文街86號,121.541032 ,24.990514 ,1100418,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),見其他登記事項,,,30.73,2,1,1,有,有,,1836,59.75,否,,0,0,有,,,,
買賣,北投區,房地(土地+建物),公館路301號,121.537284 ,25.005130 ,1100415,土地:1建物:1車位:,二層,,華廈(10層含以下有電梯),住家用,,,21.46,2,1,1,有,無,,600,27.96,否,,0,0,有,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,大同區,房地(土地+建物),酒泉街136號,121.512546 ,25.071992 ,1100310,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,44.92,3,2,2,有,無,,1850,41.18,否,,0,0,無,,,,建築物含有：頂樓加蓋。
買賣,北投區,房地(土地+建物)+車位,北投路一段76號,121.501200 ,25.123567 ,1100314,土地:1建物:1車位:2,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,屋頂突出物,地下一層,地下二層,地下三層",,大樓(11層含以上有電梯),住家用,,,39.01,3,2,2,有,有,,2218,56.86,是,坡道機械2,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,松山區,房地(土地+建物),光復南路33巷20弄1號,121.559089 ,25.046614 ,1100322,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,20.54,3,1,1,有,無,,1160,56.48,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,松山區,土地,美仁段一小段771號,121.553417 ,25.050007 ,1100421,土地:2建物:0車位:,,,,,,,0,,,,無,無,,33,18.54,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,南港區,房地(土地+建物),研究院路二段12巷57弄6號,121.613559 ,25.047734 ,1100330,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,25.56,3,2,2,有,無,,1226,47.97,否,,0,0,無,,,,建築物含有：陽台外推。
買賣,士林區,房地(土地+建物),中山北路七段14巷61弄1號,121.534353 ,25.121282 ,1100405,土地:1建物:1車位:,五層,,公寓(5樓含以下無電梯),住家用,,,31.81,2,2,2,有,有,,1306,41.06,否,,0,0,無,,,,建築物含有：陽台外推、頂樓加蓋、其他增建。
買賣,中正區,房地(土地+建物)+車位,延平南路151號,121.507816 ,25.035558 ,1100202,土地:1建物:1車位:1,十三層,,大樓(11層含以上有電梯),住家用,,,79.92,,,,無,有,,6688,93.79,否,坡道平面1,12.45,360,有,,,,特殊交易情況、條件：毛胚屋。
買賣,大同區,房地(土地+建物)+車位,延平北路一段106號,121.511714 ,25.052693 ,1090218,土地:1建物:1車位:2,十一層,,大樓(11層含以上有電梯),住家用,,,72.6,3,2,2,有,有,,4518,77,否,坡道平面2,19.51,430,有,,,,預售屋、或土地及建物分次登記案件。
買賣,士林區,房地(土地+建物),社中街152巷31號,121.510638 ,25.090886 ,1100321,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,22.38,3,2,1,有,無,,1080,48.26,否,,0,0,無,,,,建築物含有：頂樓加蓋、其他增建、陽台外推。
買賣,萬華區,土地,萬華段一小段531號,121.505843 ,25.048742 ,1100414,土地:2建物:0車位:,,,,,,,0,,,,無,無,,270,103.85,-,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,北投區,房地(土地+建物),公館路257巷11號,121.537284 ,25.005130 ,1100419,土地:1建物:1車位:,"四層,五層",,公寓(5樓含以下無電梯),住家用,,,49.62,4,2,2,有,無,,2000,40.31,否,,0,0,無,,,,建築物含有：其他增建、陽台外推。
買賣,信義區,房地(土地+建物),基隆路一段131號,121.566559 ,25.044250 ,1100419,土地:2建物:1車位:,七層,,大樓(11層含以上有電梯),見其他登記事項,,,8.24,1,1,1,有,有,,1060,128.64,否,,0,0,有,,,,建築物含有：夾層、其他增建。
買賣,信義區,房地(土地+建物),吳興街118巷16弄1號,121.560670 ,25.029805 ,1100405,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,30.82,3,2,2,有,無,,2100,68.14,否,,0,0,有,,,,
買賣,文山區,房地(土地+建物),景興路114巷1號,121.544300 ,24.993690 ,1100329,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,32.05,3,2,2,有,無,,1560,48.67,否,,0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。
買賣,士林區,房地(土地+建物),和豐街41號,121.517675 ,25.082560 ,1100413,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,32.26,3,2,2,有,無,,1360,42.16,否,,0,0,無,,,,
買賣,北投區,房地(土地+建物),同德街41號,121.528572 ,25.124258 ,1100409,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,31.62,3,2,2,有,有,,1360,43.01,否,,0,0,無,,,,
買賣,信義區,土地,永春段三小段421號,121.575844 ,25.040701 ,1100324,土地:1建物:0車位:,,,,,,,0,,,,無,無,,452,7.93,-,,0,0,無,,,,
買賣,松山區,房地(土地+建物),光復北路177巷16號,121.556206 ,25.057834 ,1100324,土地:1建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,51.78,5,3,2,有,無,,4500,86.91,否,,0,0,無,,,,建築物含有：其他增建、陽台外推。
買賣,松山區,房地(土地+建物),八德路四段72巷16弄11號,121.559793 ,25.046344 ,1100405,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,13.7,1,1,1,有,無,,900,65.69,否,,0,0,有,,,,建築物含有：陽台外推、其他增建。
買賣,松山區,土地,敦化段三小段396號,121.578068 ,25.037920 ,1100422,土地:1建物:0車位:,,,,,,,0,,,,無,無,,8,16.33,-,,0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。110年度臺北市政府以容積代金基金採購私有公共設施保留地
買賣,文山區,房地(土地+建物),汀州路四段140巷2弄6號,121.535635 ,25.005386 ,1100404,土地:2建物:1車位:,"四層,陽臺",,公寓(5樓含以下無電梯),住家用,,,19.71,3,3,2,有,無,,1120,56.82,否,,0,0,無,,,,建築物含有：陽臺外推、頂樓加蓋、其他增建。
買賣,北投區,土地,豐年段三小段356號,121.498157 ,25.128358 ,1100406,土地:1建物:0車位:,,,,,,,0,,,,無,無,,800,7.28,-,,0,0,無,,,,
買賣,信義區,房地(土地+建物)+車位,松德路156號,121.573691 ,25.036375 ,1100319,土地:2建物:1車位:1,"十七層,十八層",,大樓(11層含以上有電梯),商業用,,,74.15,0,0,2,有,有,,5050,68.11,是,坡道平面1,0,0,有,,,,建築物含有：其他增建。現況車位編號：123、124號，其中124號因機械臂故障無法使用。
買賣,南港區,房地(土地+建物),忠孝東路六段126號,121.585168 ,25.047815 ,1100405,土地:1建物:1車位:,二層,,大樓(11層含以上有電梯),住家用,,,10.06,1,1,1,有,有,,940,93.44,否,,0,0,有,,,,建築物含有：夾層、其他增建。
買賣,士林區,房地(土地+建物),忠誠路二段154巷6號,121.532511 ,25.115241 ,1100423,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,33.21,3,2,2,有,無,,1600,48.18,否,,0,0,無,,,,抽籤車位
