CASE_T,DISTRICT,CASE_F,LOCATION,LANDA,LANDA_Z,SDATE,SCNT,SBUILD,TBUILD,BUITYPE,PBUILD,MBUILD,FDATE,FAREA,BUILD_R,BUILD_L,BUILD_B,BUILD_P,RULE,BUILD_C,TPRICE,UPRICE,UPNOTE,PARKTYPE,PAREA,PPRICE,RMNOTE,ELEVATOR,MB_AREA,SB_AREA,PU_AREA
買賣,內湖區,房地(土地+建物)+車位,文湖街21巷94弄21-25號(單號),10.32,,1100130,土地:1建物:1車位:1,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811228,36.06,2,2,2,有,有,,1896,52.58,是,升降機械1,0,0,建築物含有：其他增建。,有,,,
買賣,內湖區,房地(土地+建物),康樂街136巷30弄6-10號(單號),7.73,,1090612,土地:1建物:1車位:,十一層,015,大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090424,41.65,3,2,2,有,有,,2345,56.3,否,,0,0,,有,,,
買賣,文山區,車位,指南路三段76-80號(單號),0,,1100120,土地:0建物:1車位:1,"地下一層,地下二層,地下三層",011,,見其他登記事項,鋼筋混凝土造,1030513,7.59,,,,有,有,,165,0,-,坡道機械1,7.59,165,僅車位交易。,有,,,
買賣,內湖區,房地(土地+建物)+車位,民權東路六段210巷21弄6-10號(單號),2.34,,1100318,土地:1建物:2車位:1,六層,009,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1081111,22.14,1,1,1,有,有,,1888,85.28,是,塔式車位1,0,0,,有,,,
租賃,內湖區,建物,內湖路一段120巷15弄26-30號(單號),0,,1100224,土地:建物:2車位:,三層,010,廠辦,見其他登記事項,鋼骨鋼筋混凝土造,0990430,142,3,0,0,有,有,有,18,1267.61,否,,0,0,,,,,
租賃,中山區,建物,林森北路85巷76-80號(單號),0,,1100301,土地:建物:1車位:,五層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960718,7.37,,,,無,無,有,2,2578.02,否,,0,0,,,,,
租賃,士林區,建物,福國路36-40號(雙號),0,,1100224,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0680502,26.56,0,1,1,有,無,無,7,2484.94,否,,0,0,,,,,
租賃,中山區,建物,松江路362巷41-45號(單號),0,,1100225,土地:建物:車位:,二層,003,套房(1房(1廳)1衛),,加強磚造,,6.11,1,0,1,有,無,有,1,1849.43,否,,0,0,此為分租套房，第二層共分成4間，一間平均面積約為20.19平方公尺。,,,,
租賃,中山區,建物,建國北路三段71-75號(單號),0,,1100224,土地:建物:1車位:,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,26.65,2,1,1,有,無,有,5,1688.56,否,,0,0,,,,,
租賃,中山區,建物,朱崙街31-35號(單號),0,,1100226,土地:建物:1車位:2,五層,012,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040121,119.9,4,2,3,有,無,有,15,1251.04,是,坡道平面2,21.01,0,,,,,
租賃,信義區,建物,忠孝東路五段236-240號(雙號),0,,1100226,土地:建物:1車位:,十一層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940930,20.2,1,1,1,有,有,有,5,2227.72,否,,0,0,,,,,
租賃,信義區,建物,信義路五段116-120號(單號),0,,1100226,土地:建物:1車位:,五層,019,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,14.1,,,,無,無,有,3,1985.82,否,,0,0,,,,,
買賣,內湖區,房地(土地+建物)+車位,安康路141-145號(雙號),453.75,,1091210,土地:1建物:8車位:37,地下一層,007,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0860711,2396.6,,,,無,無,,39500,16.48,是,坡道平面37,0,0,建築物含有：其他增建。,有,,,
租賃,中山區,房地(土地+建物),天祥路1-5號(單號),1.29,,1100301,土地:1建物:1車位:,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0751201,15.66,4,2,2,有,無,有,4,2745.85,否,,0,0,急出租急承租。,,,,
租賃,中山區,建物,北安路608巷4弄6-10號(單號),0,,1100227,土地:建物:1車位:,一層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0601202,19.87,3,2,1,有,無,有,3,1258.18,否,,0,0,含增建或未登記建物。,,,,
租賃,士林區,建物,建業路31-35號(雙號),0,,1100228,土地:建物:1車位:,四層,004,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060405,6.72,1,0,1,有,有,有,1,1934.52,否,,0,0,台北市都發局社會住宅包租代管第2期計畫,,,,
租賃,萬華區,建物,漢口街二段74巷6-10號(雙號),0,,1100227,土地:建物:1車位:,四層,004,公寓(5樓含以下無電梯),住家用,加強磚造,,25.77,3,1,1,有,無,有,2,776.1,否,,0,0,台北市都發局社會住宅包租代管第2期計畫,,,,
租賃,信義區,建物,虎林街164巷60弄11-15號(單號),0,,1100223,土地:建物:1車位:,二層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,26.69,3,2,1,有,無,有,3,936.68,否,,0,0,,,,,
租賃,中正區,車位,重慶南路一段56-60號(單號),0,,1100301,土地:建物:車位:1,,014,,見使用執照,鋼筋混凝土造,0910723,7.58,,,,有,有,無,0,0,-,坡道機械1,3.79,3000,租金含管理費。,,,,
租賃,北投區,房地(土地+建物),中和街507巷3弄6-10號(雙號),18.06,,1100301,土地:1建物:1車位:,七層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050224,21.09,1,1,1,有,有,有,2,900.9,否,,0,0,租金19000元含管理費,,,,
租賃,中山區,建物,林森北路61-65號(單號),0,,1100301,土地:建物:1車位:,六層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,58.75,3,2,2,有,有,有,6,1015.13,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,南京東路二段106-110號(雙號),0,,1100226,土地:建物:1車位:,五層,018,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990917,24.77,1,1,1,有,有,有,5,1836.9,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,松江路316-320號(雙號),0,,1100226,土地:建物:1車位:,十一層,014,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0980521,65.05,,,,無,有,無,11,1691.01,否,,0,0,含管理費、稅金或水電等費用。,,,,
租賃,中山區,建物,林森北路581-585號(單號),0,,1100226,土地:建物:1車位:,六層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,31.87,1,1,1,有,有,有,5,1568.87,否,,0,0,續租。含管理費、稅金或水電等費用。,,,,
買賣,大安區,房地(土地+建物),安和路二段35巷16-20號(雙號),3.2,,1100225,土地:2建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,14.28,1,1,1,有,有,,1352,94.68,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,文山區,房地(土地+建物),福興路51-55號(單號),11.09,,1100310,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,32.52,4,2,2,有,無,,1314,40.41,否,,0,0,建築物含有：陽臺外推。,無,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,10.53,,1091211,土地:13建物:1車位:1,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,69.42,4,2,3,有,,,5550,89.86,否,坡道平面1,11.22,320,,,34.63,4.12,30.67
買賣,士林區,房地(土地+建物),雙溪街101-105號(雙號),2.04,,1100314,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,8.48,1,1,1,有,無,,570,67.22,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
預售屋,北投區,房地(土地+建物)+車位,文林段四小段176-180地號,10.58,,1091111,土地:13建物:1車位:2,十四層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.64,4,2,3,有,,,5995,91.99,否,坡道平面2,22.43,640,,,34.63,4.12,41.89
買賣,松山區,房地(土地+建物),八德路二段381-385號(單號),4.18,,1100228,土地:1建物:1車位:,四層,,大樓(11層含以上有電梯),商業用,,,48.45,5,2,2,有,有,,3230,66.67,否,,0,0,,有,,,
買賣,大安區,房地(土地+建物),忠孝東路四段111-115號(雙號),2.49,,1100108,土地:1建物:1車位:,"七層,陽臺",,大樓(11層含以上有電梯),住家用,,,21.22,2,2,1,有,有,,1908,89.92,否,,0,0,,有,,,
買賣,中正區,房地(土地+建物),中華路二段311巷6-10號(雙號),4.46,,1100331,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,10.62,2,1,1,有,無,,600,56.5,否,,0,0,建築物含有：未登記建物。,無,,,
買賣,信義區,房地(土地+建物)+車位,忠孝東路五段236巷45弄6-10號(單號),24.13,,1100308,土地:1建物:1車位:1,四層,,大樓(11層含以上有電梯),住家用,,,77.2,3,2,2,有,有,,6800,88.08,是,坡道平面1,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,文山區,房地(土地+建物)+車位,指南路三段81-85號(單號),12.41,,1100304,土地:1建物:1車位:1,二層,,大樓(11層含以上有電梯),住家用,,,65.52,3,1,2,有,有,,2798,47.59,否,坡道平面1,10.93,200,,有,,,
買賣,大安區,房地(土地+建物),仁愛路四段266巷15弄11-15號(雙號),7.05,,1100315,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,39.42,3,2,2,有,有,,3548,90.01,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,大安區,房地(土地+建物),光復南路72巷7弄1-5號(單號),7.83,,1100302,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,42.31,4,2,2,有,無,,3170,74.92,否,,0,0,,有,,,
買賣,信義區,房地(土地+建物),永吉路278巷57弄6-10號(雙號),15.35,,1100206,土地:2建物:1車位:,四層,,公寓(5樓含以下無電梯),,,,32.41,3,2,1,有,無,,2060,63.56,否,,0,0,,無,,,
買賣,南港區,房地(土地+建物),研究院路二段34巷1-5號(雙號),4.97,,1100131,土地:1建物:1車位:,三層,,公寓(5樓含以下無電梯),住家用,,,28.79,2,2,1,有,無,,1280,44.46,否,,0,0,建築物含有：陽台外推、其他增建。,無,,,
買賣,信義區,土地,福德段二小段526-530地號,4.58,,1100204,土地:2建物:0車位:,,,,,,,0,,,,無,無,,82,17.9,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,松山區,房地(土地+建物)+車位,南京東路四段21-25號(單號),1.97,,1100126,土地:2建物:1車位:1,七層,,大樓(11層含以上有電梯),住家用,,,17.37,2,2,0,有,有,,2080,119.75,是,塔式車位1,0,0,建築物含有：陽台外推。塔式車位地下一層,有,,,
買賣,大安區,房地(土地+建物),四維路170巷36-40號(雙號),2.33,,1100303,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,12.32,1,1,1,有,有,,1177,95.54,否,,0,0,,有,,,
買賣,大同區,房地(土地+建物),環河北路二段223巷6-10號(雙號),10.36,,1100301,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住家用,,,34.94,4,2,2,有,無,,1360,38.92,否,,0,0,建築物含有：頂樓加蓋、其他增建。,無,,,
買賣,南港區,車位,興南街6-10號(單號),1,,1100306,土地:1建物:1車位:1,"一層,地下一層,地下二層",,,停車空間,,,11.5,,,,有,有,,195,0,-,坡道平面1,11.5,195,僅車位交易。,有,,,
買賣,北投區,房地(土地+建物),裕民四路2巷16-20號(單號),7.26,,1091230,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),商業用,,,16.34,3,2,2,有,無,,900,55.08,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,無,,,
買賣,大安區,房地(土地+建物),敦化南路一段187巷71-75號(單號),10.35,,1100129,土地:1建物:3車位:,地下層,,公寓(5樓含以下無電梯),商業用,,,105.78,0,4,4,有,無,,7300,69.01,否,,0,0,建築物含有：其他增建、陽台外推。,無,,,
買賣,中正區,房地(土地+建物),廈門街71巷26-30號(雙號),10.71,,1100301,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),見其他登記事項,,,39.31,3,2,2,有,無,,2318,58.97,否,,0,0,建築物含有：其他增建。,無,,,
買賣,中正區,房地(土地+建物),愛國東路110巷16-20號(雙號),4.01,,1100116,土地:1建物:1車位:,一層,,大樓(11層含以上有電梯),見其他登記事項,,,22.87,,,,無,無,,2354,102.93,否,,0,0,,無,,,
買賣,文山區,土地,政大段三小段156-160地號,48.25,,1100220,土地:3建物:0車位:,,,,,,,0,,,,無,無,,6755,140,-,,0,0,,無,,,
買賣,萬華區,房地(土地+建物),國興路1巷6-10號(單號),8.18,,1100306,土地:1建物:1車位:,十二層,,大樓(11層含以上有電梯),住家用,,,30.78,3,2,1,有,有,,1365,44.35,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,信義區,房地(土地+建物),忠孝東路五段790巷26-30號(雙號),11.95,,1100209,土地:2建物:1車位:,二層,,公寓(5樓含以下無電梯),住家用,,,41.15,3,2,2,有,無,,2350,57.11,否,,0,0,,無,,,
買賣,松山區,房地(土地+建物),民生東路五段69巷21弄16-20號(雙號),8.91,,1100305,土地:1建物:1車位:,三層,,華廈(10層含以下有電梯),住家用,,,42.89,3,2,2,有,有,,3750,87.43,否,,0,0,,有,,,
買賣,北投區,房地(土地+建物),中央北路三段40巷38弄21-25號(雙號),5.18,,1080325,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),見其他登記事項,,,26.7,2,2,1,有,無,,1250,46.82,否,,0,0,預售屋、或土地及建物分次登記案件。管理委員會組織籌備中。,有,,,
買賣,北投區,房地(土地+建物),溫泉路71-75號(單號),1.1,,1100302,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,8.02,1,1,1,有,有,,320,39.9,否,,0,0,建築物含有：陽台外推。,有,,,
買賣,文山區,房地(土地+建物),指南路三段91-95號(單號),7.78,,1100120,土地:1建物:1車位:,十一層,,大樓(11層含以上有電梯),住家用,,,34.24,3,1,2,有,有,,1800,52.57,否,,0,0,,有,,,
買賣,士林區,房地(土地+建物),基河路36-40號(雙號),1.21,,1100325,土地:2建物:1車位:,十層,,大樓(11層含以上有電梯),住家用,,,7.66,1,1,1,有,有,,650,84.86,否,,0,0,,有,,,
買賣,北投區,房地(土地+建物),天母北路76-80號(雙號),12.02,,1100313,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,38.2,2,2,2,有,有,,2368,61.99,否,,0,0,,有,,,
買賣,文山區,房地(土地+建物),羅斯福路六段406-410號(單號),1.6,,1100301,土地:1建物:1車位:,五層,,大樓(11層含以上有電梯),住家用,,,14.92,1,1,1,有,有,,1110,74.4,否,,0,0,建築物含有：夾層、其他增建。,有,,,
買賣,信義區,房地(土地+建物),松山路540巷3弄6-10號(雙號),6.63,,1100127,土地:1建物:1車位:,"六層,七層",,華廈(10層含以下有電梯),住家用,,,41.6,3,2,2,有,無,,2450,58.89,否,,0,0,建築物含有：其他增建。,有,,,
買賣,大安區,房地(土地+建物),仁愛路四段300巷20弄6-10號(單號),7.57,,1100307,土地:1建物:1車位:,七層,,華廈(10層含以下有電梯),住家用,,,41.78,3,2,2,有,有,,3580,85.69,否,,0,0,建築物含有：其他增建。,有,,,
買賣,大同區,房地(土地+建物),重慶北路三段295巷31-35號(雙號),8.39,,1100106,土地:1建物:1車位:,四層,,公寓(5樓含以下無電梯),住商用,,,24.24,2,1,1,有,無,,840,34.65,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。公同共有產權處分,無,,,
買賣,大安區,房地(土地+建物),和平東路三段106-110號(雙號),1.29,,1100222,土地:2建物:1車位:,五層,,大樓(11層含以上有電梯),見其他登記事項,,,11.6,1,1,1,有,有,,1200,103.45,否,,0,0,建築物含有：夾層。,有,,,
買賣,士林區,房地(土地+建物),中山北路七段81巷6-10號(雙號),9.55,,1091127,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,41.79,3,2,2,有,有,,2900,69.39,否,,0,0,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,有,,,
買賣,文山區,房地(土地+建物),萬隆街56-60號(雙號),6.55,,1100202,土地:1建物:1車位:,六層,,華廈(10層含以下有電梯),住家用,,,33.79,3,2,2,有,有,,1880,55.64,否,,0,0,,有,,,
買賣,士林區,房地(土地+建物)+車位,福壽街41-45號(單號),4.55,,1100228,土地:2建物:1車位:1,三層,,華廈(10層含以下有電梯),住家用,,,26.17,1,1,1,有,有,,1750,74.33,否,升降機械1,4.78,160,,有,,,
預售屋,北投區,房地(土地+建物),文林段四小段176-180地號,8.17,,1091101,土地:13建物:1車位:,十二層,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,45.37,3,2,2,有,,,3980,87.72,否,,0,0,,,27.63,2.57,15.17
買賣,大安區,土地,大安段二小段326-330地號,15.73,,1100204,土地:2建物:0車位:,,,,,,,0,,,,無,無,,437,27.78,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,士林區,房地(土地+建物),忠誠路一段51-55號(單號),5.26,,1100226,土地:1建物:1車位:,五層,,華廈(10層含以下有電梯),住家用,,,29.03,2,2,2,有,有,,2120,73.03,否,,0,0,建築物含有：其他增建。,有,,,
買賣,文山區,房地(土地+建物),興隆路三段304巷141-145號(單號),33.48,,1100111,土地:2建物:1車位:,"一層,二層,三層,屋頂突出物,騎樓,地下一層",,透天厝,見其他登記事項,,,106.56,4,2,5,有,有,,4350,40.82,-,,0,0,有獨立使用車庫(位於本主建物地下一層),有,,,
買賣,信義區,土地,永春段三小段536-540地號,0.83,,1100209,土地:1建物:0車位:,,,,,,,0,,,,無,無,,2,2.41,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
買賣,文山區,土地,政大段四小段441-445地號,3.33,,1100312,土地:2建物:0車位:,,,,,,,0,,,,無,無,,25,7.51,-,,0,0,特殊交易標的類型：(包含)公共設施保留地(用地)。,無,,,
